"Project","MethodIndex","Method","Count","Tests"
"spatial4j","1","org.locationtech.spatial4j.shape.jts.JtsGeometry.validate()","293","org.locationtech.spatial4j.io.JtsWktShapeParserTest.testPolygonRepair [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadRectangle [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEncodeMultiLineString [],org.locationtech.spatial4j.shape.JtsGeometryTest.testMakeRect [],org.locationtech.spatial4j.io.GeneralWktTest.testWriteThenReadRectangle [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testMultiLineStringShape [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEncodeLineString [],org.locationtech.spatial4j.io.JtsBinaryCodecTest.testPoly [],org.locationtech.spatial4j.shape.JtsGeometryTest.testFiji [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testParseMultiPolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadMultiPolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadMultiPoint [],org.locationtech.spatial4j.shape.jts.JtsShapeFactoryTest.testIndex [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadBufferedLine [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodePolygon [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadPolygon [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testWrapTopologyException [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEncodeMultiPolygon [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadMultiPoint [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadMultiLineString [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEncodeBufferedLineString [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadMultiPolygon [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testParsePolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEncodePolygon [],org.locationtech.spatial4j.shape.JtsGeometryTest.testRegressions [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadMultiPolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadPolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodeMultiPoint [],org.locationtech.spatial4j.io.JtsWKTReaderShapeParserTest.testWrapTopologyException [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testParsePolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testParsePolygon [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodeMultiPolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadMultiLineString [],org.locationtech.spatial4j.io.ShapeFormatTest.testReadAndWriteTheSame [],org.locationtech.spatial4j.shape.JtsGeometryTest.testPointAndRectIntersect [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodeMultiPolygon [],org.locationtech.spatial4j.io.GeneralWktTest.testWriteThenReadPolygon [],org.locationtech.spatial4j.shape.JtsGeometryTest.testArea [],org.locationtech.spatial4j.shape.JtsGeometryTest.testEmpty [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testParseMultiPolygon [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadPolygon [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadRectangle [],org.locationtech.spatial4j.shape.JtsGeometryTest.testNarrowGeometryCollection [],org.locationtech.spatial4j.context.jts.JtsSpatialContextTest.testDatelineRule [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadMultiLineString [],org.locationtech.spatial4j.shape.JtsGeometryTest.testRussia [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodeMultiLineString [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testParseGeometryCollection [],org.locationtech.spatial4j.shape.JtsGeometryTest.testPolyRelatesToCircle [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEncodeGeometryCollection [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testParseMultiLineString [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodePolygon [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodeMultiPoint [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadMultiPolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadRectangle [],org.locationtech.spatial4j.shape.JtsGeometryTest.testWidthGreaterThan180 [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testParseLineString [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodeMultiLineString [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadPolygon [],org.locationtech.spatial4j.io.JtsBinaryCodecTest.testCollection [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadCollection [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testParseMultiPoint [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testParseMultiPolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadLineString [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testLineStringShape [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadRectangle [],org.locationtech.spatial4j.shape.JtsGeometryTest.testMultiLineStringRelatesToCircle [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testParseMultiPolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testParsePolygon [],org.locationtech.spatial4j.shape.JtsGeometryTest.testRelations []"
"spatial4j","2","org.locationtech.spatial4j.context.SpatialContextFactory.checkDefaultFormats()","277","org.locationtech.spatial4j.io.TestGeohashUtils.testDecodePreciseLongitudeLatitude [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEncodeMultiLineString [],org.locationtech.spatial4j.io.WktCustomShapeParserTest.testGeomCollection [],org.locationtech.spatial4j.io.GeneralWktTest.testWriteThenReadCircle [],org.locationtech.spatial4j.distance.TestDistances.testSomeDistances [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testPoint [],org.locationtech.spatial4j.io.WktShapeParserTest.testLineStringShape [],org.locationtech.spatial4j.shape.JtsGeometryTest.testFiji [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodeBufferedLineString [],org.locationtech.spatial4j.io.WktCustomShapeParserTest.testLineStringShape [],org.locationtech.spatial4j.io.WktShapeParserTest.testParsePoint [],org.locationtech.spatial4j.shape.jts.JtsShapeFactoryTest.testIndex [],org.locationtech.spatial4j.io.BinaryCodecTest.testRect [],org.locationtech.spatial4j.shape.ShapeCollectionTest.testBbox [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodeGeometryCollection [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodePolygon [],org.locationtech.spatial4j.io.TestGeohashUtils.testDecodeImpreciseLongitudeLatitude [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testBuffer [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testParsePoint [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testWrapTopologyException [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadMultiLineString [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testParsePolygon [],org.locationtech.spatial4j.io.WktShapeParserTest.testBuffer [],org.locationtech.spatial4j.context.SpatialContextFactoryTest.testDefault [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadLineString [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadMultiPolygon [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadBufferedLine [],org.locationtech.spatial4j.io.JtsBinaryCodecTest.testRect [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodeMultiPolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadMultiLineString [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadMultiPoint [],org.locationtech.spatial4j.io.GeneralWktTest.testWriteThenReadPolygon [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testGeomCollection [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadPoint [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testParsePoint_invalidDefinitions [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testParseMultiPoint [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadBufferedLine [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testParseMultiPolygon [],org.locationtech.spatial4j.io.GeneralWktTest.testEmptyPoint [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodeBufferedLineString [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadPolygon [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadRectangle [],org.locationtech.spatial4j.shape.JtsGeometryTest.testNarrowGeometryCollection [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEmptyPoint [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadMultiLineString [],org.locationtech.spatial4j.io.LegacyShapeReadWriterTest.testPoint [],org.locationtech.spatial4j.shape.BufferedLineStringTest.testRectIntersect [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodeGeometryCollection [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodeMultiLineString [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadCollection [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testParseGeometryCollection [],org.locationtech.spatial4j.io.GeneralWktTest.testWriteThenReadPoint [],org.locationtech.spatial4j.io.JtsBinaryCodecTest.testPoint [],org.locationtech.spatial4j.io.GeneralWktTest.testWriteThenReadBufferedLine [],org.locationtech.spatial4j.io.WktCustomShapeParserTest.testParsePoint [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadPoint [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEmptyGeometryCollection [],org.locationtech.spatial4j.shape.JtsGeometryTest.testPolyRelatesToCircle [],org.locationtech.spatial4j.io.LegacyShapeReadWriterTest.testRectangle [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testParseMultiLineString [],org.locationtech.spatial4j.io.TestGeohashUtils.testLookupHashLenForWidthHeight [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodePolygon [],org.locationtech.spatial4j.io.TestGeohashUtils.testEncode [],org.locationtech.spatial4j.distance.TestDistances.testNormLat [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadRectangle [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testParseMultiPoint [],org.locationtech.spatial4j.shape.JtsGeometryTest.testWidthGreaterThan180 [],org.locationtech.spatial4j.io.TestGeohashUtils.testHashLenToWidth [],org.locationtech.spatial4j.distance.TestDistances.assertDistanceConversion [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testParseLineString [],org.locationtech.spatial4j.distance.TestDistances.testDistCalcPointOnBearing_geo [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodeMultiLineString [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testParseGeometryCollection [],org.locationtech.spatial4j.io.WktShapeParserTest.testParseEnvelope [],org.locationtech.spatial4j.io.JtsBinaryCodecTest.testCollection [],org.locationtech.spatial4j.io.WktShapeParserTest.testNoOp [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadCollection [],org.locationtech.spatial4j.context.jts.JtsSpatialContextTest.testDatelineRuleWithMultiPolygon [],org.locationtech.spatial4j.shape.ShapeCollectionTest.testBboxNotWorldWrap [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodePoint [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testParseMultiPoint [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteUnknownAsWKT [],org.locationtech.spatial4j.io.WktShapeParserTest.testMultiLineStringShape [],org.locationtech.spatial4j.context.SpatialContextFactoryTest.testJtsContextFactory [],org.locationtech.spatial4j.io.LegacyShapeReadWriterTest.testCircle [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testParseMultiPolygon [],org.locationtech.spatial4j.context.jts.JtsSpatialContextTest.testMultiDatelineWrap [],org.locationtech.spatial4j.io.WKTWriterTest.testToStringOnEmptyPoint [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadPoint [],org.locationtech.spatial4j.io.WktCustomShapeParserTest.testParseEnvelope [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testPolygonRepair [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadRectangle [],org.locationtech.spatial4j.shape.JtsGeometryTest.testMakeRect [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadCircle [],org.locationtech.spatial4j.io.GeneralWktTest.testWriteThenReadRectangle [],org.locationtech.spatial4j.io.JtsBinaryCodecTest.testPoly [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodeLineString [],org.locationtech.spatial4j.shape.jts.JtsShapeFactoryTest.testEmptyPoint [],org.locationtech.spatial4j.distance.TestDistances.testNormLon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testParseMultiLineString [],org.locationtech.spatial4j.io.JtsWKTReaderShapeParserTest.wktGeoRect [],org.locationtech.spatial4j.io.WktCustomShapeParserTest.testBuffer [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadMultiPoint [],org.locationtech.spatial4j.distance.TestDistances.testHaversineNaN [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testPolyToRect [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testParsePoint [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testParseLineString [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEmptyGeometryCollection [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEmptyPoint [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodeRectangle [],org.locationtech.spatial4j.io.WktCustomShapeParserTest.testParseMultiPoint [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadCircle [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testParsePoint [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadMultiPolygon [],org.locationtech.spatial4j.io.GeneralWktTest.testPoint [],org.locationtech.spatial4j.shape.jts.JtsShapeFactoryTest.testCircleGeometryConversions [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testParseGeometryCollection [],org.locationtech.spatial4j.io.GeneralWktTest.testEmptyGeometryCollection [],org.locationtech.spatial4j.io.WktCustomShapeParserTest.testMultiLineStringShape [],org.locationtech.spatial4j.shape.JtsGeometryTest.testRegressions [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadCollection [],org.locationtech.spatial4j.distance.TestDistances.testArea [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.polyToRectCcwRule [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadPolygon [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testNoOp [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadCircle [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testParsePolygon [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadCircle [],org.locationtech.spatial4j.io.ShapeFormatTest.testReadAndWriteTheSame [],org.locationtech.spatial4j.shape.JtsGeometryTest.testPointAndRectIntersect [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodeMultiPolygon [],org.locationtech.spatial4j.shape.JtsGeometryTest.testArea [],org.locationtech.spatial4j.shape.impl.BBoxCalculatorTest.testGeoLongitude [],org.locationtech.spatial4j.io.ShapeFormatTest.testParseVsInvalidExceptions [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadLineString [],org.locationtech.spatial4j.distance.TestDistances.testDistancesAgainstVincenty [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.polyToRect180Rule [],org.locationtech.spatial4j.shape.ShapeCollectionTest.testGeoRectIntersect [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadMultiLineString [],org.locationtech.spatial4j.io.JtsPolyshapeParserTest.testUseMulti [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEncodeRectangle [],org.locationtech.spatial4j.shape.JtsGeometryTest.testRussia [],org.locationtech.spatial4j.io.GeneralWktTest.testWriteThenReadLineString [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodeLineString [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEncodeGeometryCollection [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEncodeMultiPoint [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodeMultiPoint [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadPoint [],org.locationtech.spatial4j.distance.TestDistances.testDistCalcPointOnBearing_cartesian [],org.locationtech.spatial4j.shape.jts.JtsShapeFactoryTest.testCircleDateLineWrapping [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testParsePoint [],org.locationtech.spatial4j.shape.BufferedLineTest.misc [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testParseMultiPolygon [],org.locationtech.spatial4j.context.SpatialContextFactoryTest.testFormatsConfig [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadLineString [],org.locationtech.spatial4j.distance.TestDistances.testCalcBoxByDistFromPt [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEmptyPoint [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadRectangle [],org.locationtech.spatial4j.shape.JtsGeometryTest.testMultiLineStringRelatesToCircle [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadMultiPoint [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testEmptyPoint [],org.locationtech.spatial4j.context.SpatialContextFactoryTest.testSystemPropertyLookup [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testParsePolygon [],org.locationtech.spatial4j.shape.JtsGeometryTest.testRelations []"
"spatial4j","3","org.locationtech.spatial4j.context.SpatialContextFactory.makeClassInstance(Class<?extendsT>,Object...)","134","org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadRectangle [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testParseLineString [],org.locationtech.spatial4j.shape.JtsGeometryTest.testMakeRect [],org.locationtech.spatial4j.io.GeneralWktTest.testWriteThenReadRectangle [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEncodeLineString [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testPoint [],org.locationtech.spatial4j.shape.JtsGeometryTest.testFiji [],org.locationtech.spatial4j.io.WktCustomShapeParserTest.testNextSubShapeString [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testParseMultiPolygon [],org.locationtech.spatial4j.shape.jts.JtsShapeFactoryTest.testEmptyPoint [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadMultiPolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testParseMultiLineString [],org.locationtech.spatial4j.io.JtsWKTReaderShapeParserTest.wktGeoRect [],org.locationtech.spatial4j.shape.jts.JtsShapeFactoryTest.testIndex [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadBufferedLine [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testPolyToRect [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodeGeometryCollection [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testParsePoint [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodePolygon [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadPolygon [],org.locationtech.spatial4j.io.TestGeohashUtils.testDecodeImpreciseLongitudeLatitude [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testBuffer [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEmptyGeometryCollection [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testParsePoint [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testWrapTopologyException [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEncodeMultiPolygon [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadMultiPoint [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadCircle [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEncodeBufferedLineString [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadMultiPolygon [],org.locationtech.spatial4j.shape.jts.JtsShapeFactoryTest.testCircleGeometryConversions [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testParsePolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEncodePolygon [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testParseMultiPoint [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadLineString [],org.locationtech.spatial4j.distance.TestDistances.testArea [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadMultiPolygon [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.polyToRectCcwRule [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadPolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodeMultiPoint [],org.locationtech.spatial4j.io.JtsWKTReaderShapeParserTest.testWrapTopologyException [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadBufferedLine [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testNoOp [],org.locationtech.spatial4j.io.JtsBinaryCodecTest.testRect [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodeMultiPolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadMultiLineString [],org.locationtech.spatial4j.io.ShapeFormatTest.testReadAndWriteTheSame [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodeMultiPolygon [],org.locationtech.spatial4j.io.JtsBinaryCodecTest.testCircle [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testGeomCollection [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadPoint [],org.locationtech.spatial4j.shape.JtsGeometryTest.testEmpty [],org.locationtech.spatial4j.shape.impl.BBoxCalculatorTest.testGeoLongitude [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testParseMultiPoint [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEmptyGeometryCollection [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testWriteThenReadBufferedLine [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testParseEnvelope [],org.locationtech.spatial4j.io.ShapeFormatTest.testParseVsInvalidExceptions [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testPoint [],org.locationtech.spatial4j.io.GeneralWktTest.testEmptyPoint [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodeBufferedLineString [],org.locationtech.spatial4j.shape.JtsGeometryTest.testNarrowGeometryCollection [],org.locationtech.spatial4j.context.jts.JtsSpatialContextTest.testDatelineRule [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.polyToRect180Rule [],org.locationtech.spatial4j.shape.ShapeCollectionTest.testGeoRectIntersect [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodePoint [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteThenReadMultiLineString [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testEncodeRectangle [],org.locationtech.spatial4j.shape.BufferedLineStringTest.testRectIntersect [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodeGeometryCollection [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodeMultiLineString [],org.locationtech.spatial4j.io.BinaryCodecTest.testPoint [],org.locationtech.spatial4j.io.GeneralWktTest.testWriteThenReadPoint [],org.locationtech.spatial4j.io.LegacyShapeReadWriterTest.testRectangle [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testParseMultiLineString [],org.locationtech.spatial4j.io.TestGeohashUtils.testLookupHashLenForWidthHeight [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodePolygon [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testEncodeMultiPoint [],org.locationtech.spatial4j.io.GeneralPolyshapeTest.testWriteThenReadMultiPolygon [],org.locationtech.spatial4j.shape.JtsGeometryTest.testWidthGreaterThan180 [],org.locationtech.spatial4j.distance.TestDistances.assertDistanceConversion [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testEncodeRectangle [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testParseGeometryCollection [],org.locationtech.spatial4j.io.WktShapeParserTest.testNoOp [],org.locationtech.spatial4j.context.jts.JtsSpatialContextTest.testDatelineRuleWithMultiPolygon [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testWriteUnknownAsWKT [],org.locationtech.spatial4j.shape.BufferedLineTest.misc [],org.locationtech.spatial4j.context.SpatialContextFactoryTest.testFormatsConfig [],org.locationtech.spatial4j.io.JtsWktShapeParserTest.testLineStringShape [],org.locationtech.spatial4j.io.LegacyShapeReadWriterTest.testCircle [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONReaderTest.testWriteThenReadMultiPoint [],org.locationtech.spatial4j.io.GeneralGeoJSONTest.testParseMultiPolygon [],org.locationtech.spatial4j.io.WKTWriterTest.testToStringOnEmptyPoint [],org.locationtech.spatial4j.io.jackson.JacksonGeoJSONWriterTest.testParsePolygon [],org.locationtech.spatial4j.io.jackson.SimpleJacksonTest.testReadWriteJtsAsWKT [],org.locationtech.spatial4j.shape.JtsGeometryTest.testRelations []"
